Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text
14;heinz rossmüller;109;1;109;9999;2015-11-20 02:23;
14;Marleen Carter;110;1;110;9999;2015-11-20 02:24;
14;Martin Treml;111;1;111;9999;2015-11-20 02:25;
14;Hans E. Raslebol;112;1;112;9999;2015-11-20 02:26;
14;Thomas Weinert;113;1;113;9999;2015-11-20 02:27;
14;Alfons Weiler;114;2;113;113;2015-11-20 02:28;
14;Uwe Teuber;115;1;115;9999;2015-11-20 02:29;
14;Deltlev Förster;116;2;115;115;2015-11-20 02:30;
14;Melly Thomas;117;2;115;115;2015-11-20 02:31;
14;Ralf Schmidt;118;1;118;9999;2015-11-20 02:32;
14;Maja Spaeth;119;2;118;118;2015-11-20 02:33;
14;Anonym;120;1;120;9999;2015-11-20 02:34;
14;bender nicole;121;1;121;9999;2015-11-20 02:35;
14;Max Latino;122;1;122;9999;2015-11-20 02:36;
14;Melanie Egert;123;1;123;9999;2015-11-20 02:37;
14;Barbara Scheffler;124;1;124;9999;2015-11-20 02:38;
14;klaus Wagner;125;2;124;124;2015-11-20 02:39;
14;Alfons Weiler;126;1;126;9999;2015-11-20 02:40;
14;Presslauer Emil;127;1;127;9999;2015-11-20 02:41;
14;Jasmin Müller;128;2;127;127;2015-11-20 02:42;
14;Inge Högerl;129;2;127;127;2015-11-20 02:43;
14;Matthias Braun;130;1;130;9999;2015-11-20 02:44;
14;Olav Parnem;131;2;130;130;2015-11-20 02:45;
14;Robert Steinlechner;132;1;132;9999;2015-11-20 02:46;
14;Bernhard Huber;133;2;132;132;2015-11-20 02:47;
14;Barbara Theuer;134;1;134;9999;2015-11-20 02:48;
14;Franz Gleiser;135;2;134;134;2015-11-20 02:49;
14;Peter Jüthe;136;1;136;9999;2015-11-20 02:50;
14;Axel Wendt;137;2;136;136;2015-11-20 02:51;
14;Kabulski Anton;138;1;138;9999;2015-11-20 02:52;
14;Frank Ehrismann;139;2;138;138;2015-11-20 02:53;
14;Peter Scriba;140;2;138;138;2015-11-20 02:54;
14;Peter Lingl;141;2;138;138;2015-11-20 02:55;
14;Christian Bauer;142;2;138;138;2015-11-20 02:56;
14;Manuela Schmitd;143;2;138;138;2015-11-20 02:57;
14;paulina schmidt;144;2;138;138;2015-11-20 02:58;
14;Gerhard Hellmund;145;1;145;9999;2015-11-20 02:59;
14;Anonym;146;3;147;147;2015-11-20 03:00;
14;Bernhard Huber;147;2;145;145;2015-11-20 03:01;
14;Anonym;148;2;145;145;2015-11-20 03:02;
14;Frank Gleiser;149;2;145;145;2015-11-20 03:03;
14;Wilhelm Jansen;150;1;150;9999;2015-11-20 03:04;
14;Martin Reinert;151;2;150;150;2015-11-20 03:05;
14;Mittler Rosemarie;152;1;152;9999;2015-11-20 03:06;
14;Max Meier;153;1;153;9999;2015-11-20 03:07;
14;Martin Reinert;154;2;153;153;2015-11-20 03:08;
14;Hans Meyer;155;1;155;9999;2015-11-20 03:09;
14;Maja Spaeth;156;1;156;9999;2015-11-20 03:10;
14;Eleonora Artmann;157;1;157;9999;2015-11-20 03:11;
14;Martin Reinert;158;2;157;157;2015-11-20 03:12;
14;Jochen Salzer;159;1;159;9999;2015-11-20 03:13;
14;Martin Reinert;160;2;159;159;2015-11-20 03:14;
14;Karin Mayer;161;1;161;9999;2015-11-20 03:15;
14;Waltraud Steinmetz;162;1;162;9999;2015-11-20 03:16;
14;Gabriele Wiemer;163;1;163;9999;2015-11-20 03:17;
14;Werner Prez;164;1;164;9999;2015-11-20 03:18;
14;Martin Reinert;165;2;157;164;2015-11-20 03:19;
14;Zoran Novak;166;1;166;9999;2015-11-20 03:20;
14;Martin Reinert;167;2;166;166;2015-11-20 03:21;
14;Dieter Schmeer;168;1;168;9999;2015-11-20 03:22;
14;Jan Martin;169;1;169;9999;2015-11-20 03:23;
14;Thomas Strobel;170;1;170;9999;2015-11-20 03:24;
14;Martin Reinert;171;2;170;170;2015-11-20 03:25;
14;Maja Spaeth;172;1;172;9999;2015-11-20 03:26;
14;Oliver Grün;173;1;173;9999;2015-11-20 03:27;
14;Theodor Lutz;174;1;174;9999;2015-11-20 03:28;
14;Ludwig Hillers;175;1;175;9999;2015-11-20 03:29;
14;Martin Reinert;176;1;176;9999;2015-11-20 03:30;
14;Frank Hesse;177;1;177;9999;2015-11-20 03:31;
14;Axel Wendt;178;1;178;9999;2015-11-20 03:32;
14;Gerhard Bärenfeld;179;1;189;9999;2015-11-20 03:33;
14;Helmuth Wilson;180;1;180;9999;2015-11-20 03:34;
14;Gabriele Wiemer;181;1;181;9999;2015-11-20 03:35;
14;Alexis Miller;182;1;182;9999;2015-11-20 03:36;
14;Thomas Gebhard;183;1;183;9999;2015-11-20 03:37;
14;Ulrike Nündel;184;1;184;9999;2015-11-20 03:38;
14;Dieter Schmeer;185;1;185;9999;2015-11-20 03:39;
14;Christian Bauer;186;1;186;9999;2015-11-20 03:40;
14;karl piotrowski;187;1;187;9999;2015-11-20 03:41;
14;Kurt Baldauf;188;1;188;9999;2015-11-20 03:42;
14;karl piotrowski;189;1;189;9999;2015-11-20 03:43;
14;Melly Thomas;190;1;190;9999;2015-11-20 03:44;
14;Hartmut Dehl;191;1;191;9999;2015-11-20 03:45;
14;Udo Bachmann;192;1;192;9999;2015-11-20 03:46;
14;Frank Gleiser;193;1;193;9999;2015-11-20 03:47;
14;Nikolai Regehr;194;1;194;9999;2015-11-20 03:48;
14;Anonym;195;1;195;9999;2015-11-20 03:49;
14;Franz-Georg Hammer;196;1;196;9999;2015-11-20 03:50;
14;carolin schmid;197;1;197;9999;2015-11-20 03:51;
14;Wolfgang Ebel;198;1;198;9999;2015-11-20 03:52;
14;Anja Probst;199;1;199;9999;2015-11-20 03:53;
14;Matthias Voigt;200;1;200;9999;2015-11-20 03:54;
14;Frank Schauer;201;1;201;9999;2015-11-20 03:55;
14;Christine Burbaum;202;2;201;201;2015-11-20 03:56;
14;Kevin Schneider;203;3;207;202;2015-11-20 03:57;
14;Christine Burbaum;204;2;206;206;2015-11-20 03:58;
14;Sybille Günzel;205;2;205;205;2015-11-20 03:59;
14;Lisa Gribchen;206;2;205;205;2015-11-20 04:00;
14;Christine Burbaum;207;4;203;203;2015-11-20 04:01;
14;frieder weber;208;1;208;9999;2015-11-20 04:02;
14;Jürgen Lindner;209;1;209;9999;2015-11-20 04:03;
14;Stephan Müller;210;1;210;9999;2015-11-20 04:04;
14;Ingo Becker;211;1;211;9999;2015-11-20 04:05;
14;Robert Müller;212;1;212;9999;2015-11-20 04:06;
14;Heiko Sacher;213;1;213;9999;2015-11-20 04:07;
14;klaus Wagner;214;1;214;9999;2015-11-20 04:08;
14;Michael Spies;215;2;214;214;2015-11-20 04:09;
14;Werner Bernshausen;216;1;216;9999;2015-11-20 04:10;
14;Mirko Cramer;217;1;217;9999;2015-11-20 04:11;
14;Gerdi Franke;218;1;218;9999;2015-11-20 04:12;
14;Bernd Richter;219;1;219;9999;2015-11-20 04:13;
14;Björn Brink;220;1;220;9999;2015-11-20 04:14;
14;Mike Frankz;221;1;221;9999;2015-11-20 04:15;
14;Matthias Elberfeld;222;1;222;9999;2015-11-20 04:16;
14;ulrich petzinna;223;1;223;9999;2015-11-20 04:17;
14;Karla Karpa;224;1;224;9999;2015-11-20 04:18;
14;Friedhelm Albert Schrodt;225;1;225;9999;2015-11-20 04:19;
14;Andre Thür;226;1;226;9999;2015-11-20 04:20;
14;Arnold Hans Wahl;227;2;226;226;2015-11-20 04:21;
14;Dieter Schmeer;228;1;228;9999;2015-11-20 04:22;
14;Andre Thür;229;1;229;9999;2015-11-20 04:23;
14;sidonie kalla;230;1;230;9999;2015-11-20 04:24;
14;Rudolf Kubina;231;1;231;9999;2015-11-20 04:25;
14;Michael Spies;232;1;232;9999;2015-11-20 04:26;
14;Arnold Hans Wahl;233;2;232;232;2015-11-20 04:27;
14;Heinrich Dietz;234;2;232;232;2015-11-20 04:28;
14;Gerd-Dieter Zahlten;235;1;235;9999;2015-11-20 04:29;
14;Reiner Tiroch;236;1;236;9999;2015-11-20 04:30;
