Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text
15;civis42;1;1;1;9999;2016-01-03 14:22;
15;base51;2;2;1;1;2016-01-03 14:22;
15;countrylover;3;2;1;1;2016-01-03 14:22;
15;B.Browny;4;1;4;9999;2016-01-03 14:33;
15;Eingabe;5;2;4;4;2016-01-03 14:33;
15;B.Browny;6;3;5;5;2016-01-03 14:53;
15;2pi;7;2;4;4;2016-01-03 14:33;
15;Sarkast;8;2;4;4;2016-01-03 14:33;
15;B.Browny;9;3;7;7;2016-01-03 15:14;
15;Arya_Stark;10;3;8;8;2016-01-03 15:49;
15;B.Browny;11;3;8;8;2016-01-03 15:49;
15;2pi;12;3;8;8;2016-01-03 15:49;
15;Rivarossi;13;3;8;8;2016-01-03 15:49;
15;kolorit;14;4;13;13;2016-01-03 16:37;
15;woerlitzer;15;1;15;9999;2016-01-03 15:06;
15;Sarkast;16;1;16;9999;2016-01-03 15:32;
15;Copilot;17;2;16;16;2016-01-03 15:32;
15;Arya_Stark;18;2;16;16;2016-01-03 15:32;
15;Sarkast;19;3;18;18;2016-01-03 16:22;
15;provinzler;20;1;20;9999;2016-01-03 15:40;
15;Copilot;21;2;20;20;2016-01-03 15:40;
15;Freidenker100;22;1;22;9999;2016-01-03 15:53;
15;Thindu;23;2;22;22;2016-01-03 15:53;
15;cuibono;24;1;24;9999;2016-01-03 15:56;
15;dumdumdumdidum;25;2;24;24;2016-01-03 15:56;
15;FiffiKronsbein2;26;1;26;9999;2016-01-03 16:01;
15;Rivarossi;27;2;26;26;2016-01-03 16:01;
15;Thindu;28;3;27;27;2016-01-03 16:29;
15;fortschritt63;29;2;26;26;2016-01-03 16:01;
15;Rivarossi;30;4;28;28;2016-01-03 17:03;
15;Thindu;31;5;30;30;2016-01-03 19:30;
15;MikeNixda2014;32;1;32;9999;2016-01-03 16:17;
15;uwemohrmann;33;1;33;9999;2016-01-03 16:17;
15;heiko61;34;1;34;9999;2016-01-03 16:21;
15;dumdumdumdidum;35;1;35;9999;2016-01-03 16:26;
15;Thindu;36;2;35;35;2016-01-03 16:26;
15;kolorit;37;2;35;35;2016-01-03 16:26;
15;Thindu;38;3;37;37;2016-01-03 16:58;
15;halfscot;39;3;36;36;2016-01-03 16:56;
15;Thindu;40;4;39;39;2016-01-03 18:19;
15;Thindu;41;4;39;39;2016-01-03 18:19;
15;lennart;42;3;37;37;2016-01-03 16:58;
15;Thindu;43;1;43;9999;2016-01-03 16:32;
15;dumdumdumdidum;44;2;43;43;2016-01-03 16:32;
15;Thindu;45;3;44;44;2016-01-03 16:50;
15;dumdumdumdidum;46;4;45;45;2016-01-03 17:42;
15;Thindu;47;5;46;46;2016-01-03 21:29;
15;Thindu;48;6;47;47;2016-01-04 12:01;
15;Gophi;49;1;49;9999;2016-01-03 16:36;
15;fortschritt63;50;2;49;49;2016-01-03 16:36;
15;Gophi;51;3;50;50;2016-01-03 17:13;
15;Ferdinand-Georg;52;4;51;51;2016-01-03 17:52;
15;kph;53;1;53;9999;2016-01-03 16:41;
15;ebenrain;54;1;54;9999;2016-01-03 16:52;
15;Umgangsfrage;55;1;55;9999;2016-01-03 17:02;
15;wilhelm;56;2;55;55;2016-01-03 17:02;
15;Umgangsfrage;57;3;56;56;2016-01-03 20:43;
15;wilhelm;58;4;57;57;2016-01-04 14:48;
15;wilhelm;59;4;57;57;2016-01-04 14:48;
15;Umgangsfrage;60;5;58;58;2016-01-04 15:46;
15;wilhelm;61;6;60;60;2016-01-04 21:19;
15;Umgangsfrage;62;7;61;61;2016-01-05 10:11;
15;Umgangsfrage;63;5;59;59;2016-01-04 16:15;
15;wilhelm;64;6;63;63;2016-01-05 15:15;
15;wilhelm;65;8;62;62;2016-01-05 14:22;
15;Umgangsfrage;66;7;64;64;2016-01-05 15:42;
15;wilhelm;67;8;66;66;2016-01-05 17:24;
15;Umgangsfrage;68;9;67;67;2016-01-05 18:26;
15;wilhelm;69;10;68;68;2016-01-05 19:11;
15;Umgangsfrage;70;11;69;69;2016-01-06 08:52;
