Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date
1;gue_feldhaus;563;2;559;559;2015-11-20 09:54
1;verum_dicere;564;3;563;563;2015-11-20 09:55
1;ZweiundZweigleichVier;565;3;563;563;2015-11-20 09:56
1;joaber;567;1;567;9999;2015-11-20 09:57
1;ZweiundZweigleichVier;568;2;567;567;2015-11-20 09:58
1;Immer Bandsalat;569;2;567;567;2015-11-20 09:59
1;verum_dicere;570;2;567;567;2015-11-20 10:00
1;ugm2000;571;3;570;570;2015-11-20 10:01
1;WernerS53;572;1;572;9999;2015-11-20 10:02
1;gue_feldhaus;573;2;572;572;2015-11-20 10:03
1;sailinghannes;574;1;574;9999;2015-11-20 10:04
1;Einfach_Ich23;575;1;575;9999;2015-11-20 10:05
1;ZweiundZweigleichVier;576;2;575;575;2015-11-20 10:06
1;seiohnesorge;577;2;575;575;2015-11-20 10:07
1;Kapaster;578;1;578;9999;2015-11-20 10:08
1;joaber;579;2;578;578;2015-11-20 10:09
1;Kapaster;580;3;579;579;2015-11-20 10:10
1;drstrange2;581;2;578;578;2015-11-20 10:11
1;JustMy2ct;582;2;578;578;2015-11-20 10:12
1;AttilasDaughter;583;2;578;578;2015-11-20 10:13
1;nacker55;584;1;584;9999;2015-11-20 10:14
1;aventura;585;1;585;9999;2015-11-20 10:15
1;Meander6;586;1;586;9999;2015-11-20 10:16
1;Schvartur;587;2;586;586;2015-11-20 10:17
1;zaralexander;588;2;586;586;2015-11-20 10:18
1;life_is_short;589;1;589;9999;2015-11-20 10:19
1;Kapaster;590;2;589;589;2015-11-20 10:20
1;gue_feldhaus;591;2;589;589;2015-11-20 10:21
1;drstrange2;592;2;589;589;2015-11-20 10:22
1;Schvartur;593;2;589;589;2015-11-20 10:23
1;joaber;594;3;593;593;2015-11-20 10:24
1;ZweiundZweigleichVier;595;4;594;594;2015-11-20 10:25
1;drstrange2;596;4;594;594;2015-11-20 10:26
1;life_is_short;597;3;593;593;2015-11-20 10:27
1;drstrange2;598;4;597;597;2015-11-20 10:28
1;life_is_short;599;5;598;598;2015-11-20 10:29
1;Dr Eric Turniers;600;4;597;597;2015-11-20 10:30
1;WernerS53;601;4;594;594;2015-11-20 10:31
1;JustMy2ct;602;2;589;589;2015-11-20 10:32
1;Meander6;603;1;603;9999;2015-11-20 10:33
1;joaber;604;2;603;603;2015-11-20 10:34
1;NLDachshund;605;1;605;9999;2015-11-20 10:35
1;ZweiundZweigleichVier;606;2;605;605;2015-11-20 10:36
1;marecohoe;607;1;607;9999;2015-11-20 10:37
1;ZweiundZweigleichVier;608;2;607;607;2015-11-20 10:38
1;drstrange2;609;2;607;607;2015-11-20 10:39
1;Schvartur;610;2;607;607;2015-11-20 10:40
1;ZweiundZweigleichVier;611;3;610;610;2015-11-20 10:41
1;dertagdanach;612;2;607;607;2015-11-20 10:42
1;Dr Eric Turniers;613;2;607;607;2015-11-20 10:43
1;JustMy2ct;614;2;607;607;2015-11-20 10:44
1;ithox;615;1;615;9999;2015-11-20 10:45
1;Kröte 123;616;2;615;615;2015-11-20 10:46
1;Griesoss1;617;1;617;9999;2015-11-20 10:47
1;ZweiundZweigleichVier;618;1;618;9999;2015-11-20 10:48
1;Petra Q;619;2;618;618;2015-11-20 10:49
1;UNAU;620;2;618;618;2015-11-20 10:50
1;ZweiundZweigleichVier;621;3;619;619;2015-11-20 10:51
1;Fanz Egli;622;1;622;9999;2015-11-20 10:52
1;ZweiundZweigleichVier;623;2;622;622;2015-11-20 10:53
1;ithox;624;2;622;622;2015-11-20 10:54
1;ithox;625;2;622;622;2015-11-20 10:55
1;ZweiundZweigleichVier;626;3;625;625;2015-11-20 10:56
1;Dr Eric Turniers;627;3;625;625;2015-11-20 10:57
1;Schönheit;628;4;627;627;2015-11-20 10:58
1;Schönheit;629;5;628;628;2015-11-20 10:59
1;Fanfare;630;1;630;9999;2015-11-20 11:00
1;ZweiundZweigleichVier;631;2;630;630;2015-11-20 11:01
1;WernerS53;632;2;630;630;2015-11-20 11:02
1;ZweiundZweigleichVier;633;3;632;632;2015-11-20 11:03
1;Griesoss1;634;2;630;630;2015-11-20 11:04
1;ithox;635;3;632;632;2015-11-20 11:05
1;ithox;636;3;634;634;2015-11-20 11:06
1;kopfohnebrett;637;1;637;9999;2015-11-20 11:07
1;gue_feldhaus;638;2;637;637;2015-11-20 11:08
1;UNAU;639;2;637;637;2015-11-20 11:09
1;ithox;640;2;637;637;2015-11-20 11:10
1;WernerS53;641;2;637;637;2015-11-20 11:11
1;kopfohnebrett;642;3;639;639;2015-11-20 11:12
1;ithox;643;4;642;642;2015-11-20 11:13
1;ZweiundZweigleichVier;644;3;641;641;2015-11-20 11:14
1;Dr Eric Turniers;645;2;637;637;2015-11-20 11:15
1;PatrickFeynman;646;2;637;637;2015-11-20 11:16
1;Albrecht Zweistein;647;2;637;637;2015-11-20 11:17
1;Toadstool;648;1;648;9999;2015-11-20 11:18
1;ZweiundZweigleichVier;649;2;648;648;2015-11-20 11:19
1;Griesoss1;650;2;648;648;2015-11-20 11:20
1;Logischerweise;651;1;651;9999;2015-11-20 11:21
1;Moritz.Grattke;652;2;651;651;2015-11-20 11:22
1;Moritz.Grattke;653;1;653;9999;2015-11-20 11:23
1;ZweiundZweigleichVier;654;2;653;653;2015-11-20 11:24
1;Immer Bandsalat;655;2;653;653;2015-11-20 11:25
1;dertagdanach;656;2;653;653;2015-11-20 11:26
1;Albrecht Zweistein;657;2;653;653;2015-11-20 11:27
1;Moritz.Grattke;658;3;657;657;2015-11-20 11:28
1;Moritz.Grattke;659;3;654;654;2015-11-20 11:29
1;H_o_C;660;1;660;9999;2015-11-20 11:30
1;DerZeesener;661;2;660;660;2015-11-20 11:31
1;dertagdanach;662;3;661;661;2015-11-20 11:32
1;Zuzanna;663;1;663;9999;2015-11-20 11:33
1;ithox;664;2;663;663;2015-11-20 11:34
1;WernerS53;665;2;663;663;2015-11-20 11:35
1;blasfemy;666;1;666;9999;2015-11-20 11:36
1;sanne177;667;1;667;9999;2015-11-20 11:37
1;ZweiundZweigleichVier;668;2;667;667;2015-11-20 11:38
1;Petrichor;669;2;667;667;2015-11-20 11:39
1;Schönheit;670;2;667;667;2015-11-20 11:40
1;ZweiundZweigleichVier;671;3;669;669;2015-11-20 11:41
1;Fix und Fertig;672;1;672;9999;2015-11-20 11:42
1;DerZeesener;673;2;672;672;2015-11-20 11:43
1;blasfemy;674;1;674;9999;2015-11-20 11:44
1;ZweiundZweigleichVier;675;2;674;674;2015-11-20 11:45
1;Griesoss1;676;1;676;9999;2015-11-20 11:46
1;Osteuropaeer;677;1;677;9999;2015-11-20 11:47
1;ZweiundZweigleichVier;678;2;677;677;2015-11-20 11:48
1;Logischerweise;679;1;679;9999;2015-11-20 11:49
1;Milarepa;680;1;680;9999;2015-11-20 11:50
1;ZweiundZweigleichVier;681;2;680;680;2015-11-20 11:51
1;Milarepa;682;3;681;681;2015-11-20 11:52
1;ZweiundZweigleichVier;683;4;682;682;2015-11-20 11:53
1;ZweiundZweigleichVier;684;1;684;9999;2015-11-20 11:54
1;JustMy2ct;685;1;685;9999;2015-11-20 11:55
1;ZweiundZweigleichVier;686;2;685;685;2015-11-20 11:56
1;Logischerweise;687;1;687;9999;2015-11-20 11:57
1;dertagdanach;688;2;687;687;2015-11-20 11:58
1;Albrecht Zweistein;690;1;690;9999;2015-11-20 11:59
1;wobec;691;2;690;690;2015-11-20 12:00
1;Kapaster;692;1;692;9999;2015-11-20 12:01
1;Kapaster;693;2;692;692;2015-11-20 12:02
1;SethusC.;694;1;694;9999;2015-11-20 12:03
1;dertagdanach;695;2;694;694;2015-11-20 12:04
1;spalter;696;1;696;9999;2015-11-20 12:05
1;Mr.Turner;697;1;697;9999;2015-11-20 12:06
1;Anne R.;698;2;697;697;2015-11-20 12:07
1;erich kenda;699;1;699;9999;2015-11-20 12:08
1;Diddi 1919;700;1;700;9999;2015-11-20 12:09
1;HannesVomDach;701;1;701;9999;2015-11-20 12:10
1;ErsterDemokrat;702;1;702;9999;2015-11-20 12:11
1;ZweiundZweigleichVier;703;1;703;9999;2015-11-20 12:12
1;Harry_Tuttle;704;2;703;703;2015-11-20 12:13
1;Dogwalker;705;2;703;703;2015-11-20 12:14
1;ZweiundZweigleichVier;706;3;704;704;2015-11-20 12:15
1;ZweiundZweigleichVier;707;3;704;704;2015-11-20 12:16
1;Harry_Tuttle;708;4;706;706;2015-11-20 12:17
1;Harry_Tuttle;709;4;707;707;2015-11-20 12:18
1;ZweiundZweigleichVier;710;1;710;9999;2015-11-20 12:19
1;Anne R.;711;2;710;710;2015-11-20 12:20
1;ithox;712;2;710;710;2015-11-20 12:21
1;ZweiundZweigleichVier;713;3;712;712;2015-11-20 12:22
1;Albrecht Zweistein;714;1;714;9999;2015-11-20 12:23
1;Dr. Econ;715;2;714;714;2015-11-20 12:24
1;Immer Bandsalat;716;3;715;715;2015-11-20 12:25
1;Albrecht Zweistein;717;3;715;715;2015-11-20 12:26
1;Studienrat_Knaack;718;3;715;715;2015-11-20 12:27
1;Albrecht Zweistein;719;4;718;718;2015-11-20 12:28
1;Knattertom;720;2;714;714;2015-11-20 12:29
1;ZweiundZweigleichVier;721;2;714;714;2015-11-20 12:30
1;Dr. Econ;722;5;719;719;2015-11-20 12:31
1;Albrecht Zweistein;723;1;723;9999;2015-11-20 12:32
1;Heribert Pilch;724;2;723;723;2015-11-20 12:33
1;Studienrat_Knaack;725;2;723;723;2015-11-20 12:34
1;Albrecht Zweistein;726;3;724;724;2015-11-20 12:35
1;Dogwalker;727;3;725;725;2015-11-20 12:36
1;Studienrat_Knaack;728;4;727;727;2015-11-20 12:37
1;Dogwalker;729;5;728;728;2015-11-20 12:38
1;ZweiundZweigleichVier;730;6;729;729;2015-11-20 12:39
1;Dogwalker;731;7;230;730;2015-11-20 12:40
1;spounz1;732;1;732;9999;2015-11-20 12:41
1;Anne R.;733;2;732;732;2015-11-20 12:42
1;Andre T;734;2;732;732;2015-11-20 12:43
1;tsunami2;735;2;732;732;2015-11-20 12:44
1;Fee07;736;3;733;733;2015-11-20 12:45
1;Dogwalker;737;1;737;9999;2015-11-20 12:46
1;hühnersuppe;738;2;737;737;2015-11-20 12:47
1;Dogwalker;739;3;738;738;2015-11-20 12:48
1;Studienrat_Knaack;740;4;739;739;2015-11-20 12:49
1;Herr K Punkt;741;4;739;739;2015-11-20 12:50
1;Dogwalker;742;5;741;741;2015-11-20 12:51
1;Dogwalker;743;5;740;740;2015-11-20 12:52
1;Herr K Punkt;744;6;742;742;2015-11-20 12:53
1;Herr K Punkt;745;6;743;743;2015-11-20 12:54
1;Dogwalker;746;7;744;744;2015-11-20 12:55
1;ZweiundZweigleichVier;747;2;737;737;2015-11-20 12:56
1;Dogwalker;748;3;747;747;2015-11-20 12:57
1;Peter A. Gross;749;1;749;9999;2015-11-20 12:58
1;Labakahn;750;2;749;749;2015-11-20 12:59
1;Studienrat_Knaack;751;3;750;750;2015-11-20 13:00
1;Studienrat_Knaack;752;1;752;9999;2015-11-20 13:01
1;New Year;753;2;752;752;2015-11-20 13:02
1;Heribert Pilch;754;2;752;752;2015-11-20 13:03
1;Studienrat_Knaack;755;1;755;9999;2015-11-20 13:04
1;samsara01;756;1;756;9999;2015-11-20 13:05
1;samsara01;757;2;756;756;2015-11-20 13:06
1;samsara01;758;3;757;757;2015-11-20 13:07
1;Humanizer;759;1;759;9999;2015-11-20 13:08
1;kenok;760;1;760;9999;2015-11-20 13:09
1;Fee07;761;2;760;760;2015-11-20 13:10
1;tsunami2;762;1;762;9999;2015-11-20 13:11
1;Herr K Punkt;763;1;763;9999;2015-11-20 13:12
1;Seilkäfer;764;1;764;9999;2015-11-20 13:13
1;Kapaster;765;2;764;764;2015-11-20 13:14
1;FrauComments;766;2;764;764;2015-11-20 13:15
1;Seilkäfer;767;3;765;765;2015-11-20 13:16
1;Seilkäfer;768;3;766;766;2015-11-20 13:17
1;Dr Eric Turniers;769;3;765;765;2015-11-20 13:18
1;Kapaster;770;4;767;767;2015-11-20 13:19
1;Seilkäfer;771;5;770;770;2015-11-20 13:20
1;allibys;772;1;772;9999;2015-11-20 13:21
1;Kapaster;773;2;772;772;2015-11-20 13:22
1;Seilkäfer;774;3;773;773;2015-11-20 13:23
1;Kapaster;775;4;774;774;2015-11-20 13:24
1;Studienrat_Knaack;776;3;753;753;2015-11-20 13:03
1;Kapaster;777;4;776;776;2015-11-20 13:04
1;Studienrat_Knaack;778;1;778;9999;2015-11-20 13:27
1;Sailorsaki;779;1;779;9999;2015-11-20 13:28
1;Doesnotmatter;780;1;780;9999;2015-11-20 13:29
1;Tauschwert;781;2;780;780;2015-11-20 13:30
1;Dr Eric Turniers;782;1;782;9999;2015-11-20 13:31
1;Kapaster;783;2;782;782;2015-11-20 13:32
1;wertfreund;784;1;784;9999;2015-11-20 13:33
1;Kapaster;785;2;784;784;2015-11-20 13:34
1;wertfreund;786;3;785;785;2015-11-20 13:35
1;panorama;787;1;787;9999;2015-11-20 13:36
1;Norwich;788;1;788;9999;2015-11-20 13:37
1;panorama;789;2;788;788;2015-11-20 13:38
1;Norwich;790;3;789;789;2015-11-20 13:39
1;Kapaster;791;3;789;789;2015-11-20 13:40
1;Tauschwert;792;2;788;788;2015-11-20 13:41
1;Norwich;793;3;792;792;2015-11-20 13:42
1;gandalf_73;794;4;791;791;2015-11-20 13:43
1;Logischerweise;795;1;795;9999;2015-11-20 13:44
1;gracioso51266;796;1;796;9999;2015-11-20 13:45
1;Kapaster;797;2;796;796;2015-11-20 13:46
1;Albrecht Zweistein;798;2;796;796;2015-11-20 13:47
1;Chess Player 5;799;1;799;9999;2015-11-20 13:48
1;gracioso51266;800;1;800;9999;2015-11-20 13:49
1;Kapaster;801;2;800;800;2015-11-20 13:50
1;Dogwalker;802;2;800;800;2015-11-20 13:51
1;ZweiundZweigleichVier;803;1;803;9999;2015-11-20 13:52
1;Kapaster;804;2;803;803;2015-11-20 13:53
1;Dogwalker;805;3;804;804;2015-11-20 13:54
1;ZweiundZweigleichVier;806;3;804;804;2015-11-20 13:55
1;ZweiundZweigleichVier;807;4;805;805;2015-11-20 13:56
1;Bitbändiger;808;2;803;803;2015-11-20 13:57
1;New Year;809;4;776;776;2015-11-20 13:05
1;Dogwalker;810;5;809;809;2015-11-20 13:06
1;Wiederkäu;811;6;810;810;2015-11-20 13:07
