Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text
11;Sendepause;92;5;81;81;2015-11-20 02:02;
11;Frisi;93;3;70;70;2015-11-20 02:03;
11;groomgirl;94;1;94;9999;2015-11-20 02:04;
11;churchill46;95;2;94;94;2015-11-20 02:05;
11;Felix M.;96;3;95;95;2015-11-20 02:06;
11;Merkozy2016;97;1;97;9999;2015-11-20 02:07;
11;Im Orbit;98;1;98;9999;2015-11-20 02:08;
11;Stavanger;99;2;98;98;2015-11-20 02:09;
11;Eselsohnekaro;100;2;98;98;2015-11-20 02:10;
11;Five Gates;101;2;98;98;2015-11-20 02:11;
11;huwoka;102;3;101;101;2015-11-20 02:12;
11;Aspekt;103;1;103;9999;2015-11-20 02:13;
11;The Simracer;104;2;103;103;2015-11-20 02:14;
11;Bernd48;105;2;103;103;2015-11-20 02:15;
11;Hansxyz;106;3;105;105;2015-11-20 02:16;
11;aehrenr;107;1;107;9999;2015-11-20 02:17;
11;Jörn Dyck;108;2;107;107;2015-11-20 02:18;
11;Franklin-03;109;3;108;108;2015-11-20 02:19;
11;berlin-rustikal;110;2;107;107;2015-11-20 02:20;
11;Martinhooo;111;3;108;108;2015-11-20 02:21;
11;huwoka;112;3;108;108;2015-11-20 02:22;
11;Frisi;113;3;108;108;2015-11-20 02:23;
11;joaber;114;1;114;9999;2015-11-20 02:24;
11;Verzeiheschreibfehler;115;2;114;114;2015-11-20 02:25;
11;berlin-rustikal;116;2;114;114;2015-11-20 02:26;
11;Giacomo70;117;2;65;65;2015-11-20 01:37;
11;hdtv;118;1;118;9999;2015-11-20 02:28;
11;Der vor Wut rasende Reporter;119;1;119;9999;2015-11-20 02:29;
11;Doc di Salis;120;1;120;9999;2015-11-20 02:30;
11;hdtv;121;2;120;120;2015-11-20 02:31;
11;lekythos 15;122;2;120;120;2015-11-20 02:32;
11;Lorenz_01;123;3;121;121;2015-11-20 02:33;
11;Verzeiheschreibfehler;124;2;120;120;2015-11-20 02:34;
11;Felix M.;125;2;120;120;2015-11-20 02:35;
11;beam me up;126;1;126;9999;2015-11-20 02:36;
11;joaber;127;2;126;126;2015-11-20 02:37;
11;Bernd48;128;3;127;127;2015-11-20 02:38;
11;Franklin-03;129;3;127;127;2015-11-20 02:39;
11;Sandro Botticelli;130;1;130;9999;2015-11-20 02:40;
11;benyakov;131;1;131;9999;2015-11-20 02:41;
11;Gallophobix;132;1;132;9999;2015-11-20 02:42;
11;Zeitungskommentar;133;2;132;132;2015-11-20 02:43;
11;Gallophobix;134;3;133;133;2015-11-20 02:44;
11;DaStauntDerLaie;135;3;133;133;2015-11-20 02:45;
11;Zeitungskommentar;136;1;136;9999;2015-11-20 02:46;
11;Frisi;137;2;136;136;2015-11-20 02:47;
11;Snake Eyes;138;1;138;9999;2015-11-20 02:48;
11;Zeitungskommentar;139;2;138;138;2015-11-20 02:49;
11;Snake Eyes;503;3;139;139;2015-11-20 02:50;
11;Zeitungskommentar;504;4;503;503;2015-11-20 02:51;
11;Franklin-03;141;5;504;504;2015-11-20 02:52;
11;Sendepause;142;5;141;141;2015-11-20 02:53;
11;vonDü;143;1;143;9999;2015-11-20 02:54;
11;Cepheus;144;1;144;9999;2015-11-20 02:55;
11;vonDü;145;2;144;144;2015-11-20 02:56;
11;Bernd48;146;3;145;145;2015-11-20 02:57;
11;insLot;147;1;147;9999;2015-11-20 02:58;
11;insLot;148;2;147;147;2015-11-20 02:59;
11;haenschen.klein;149;3;148;148;2015-11-20 03:00;
11;IchWeissEsAuchNicht;150;1;150;9999;2015-11-20 03:01;
11;nebenbeibemerkt;151;1;151;9999;2015-11-20 03:02;
11;yet_another_comment;152;1;152;9999;2015-11-20 03:03;
11;haenschen.klein;153;1;153;9999;2015-11-20 03:04;
11;Egoldr;154;1;154;9999;2015-11-20 03:05;
11;demosheißtvolk;155;1;155;9999;2015-11-20 03:06;
11;Heks;156;2;155;155;2015-11-20 03:07;
11;demosheißtvolk;157;3;156;156;2015-11-20 03:08;
11;Strangeways-here-we-come;158;1;158;9999;2015-11-20 03:09;
11;noemi kalder;159;1;159;9999;2015-11-20 03:10;
11;Very Serious Sam;160;1;160;9999;2015-11-20 03:11;
11;blasfemy;161;1;161;9999;2015-11-20 03:12;
11;Cherrmann;162;1;162;9999;2015-11-20 03:13;
11;Freiherr von Deb el;163;1;163;9999;2015-11-20 03:14;
11;hdtv;164;2;163;163;2015-11-20 03:15;
11;Freiherr von Deb el;165;3;164;164;2015-11-20 03:16;
11;blasfemy;166;4;165;165;2015-11-20 03:17;
11;Freiherr von Deb el;167;5;166;166;2015-11-20 03:18;
11;Registriert;168;4;165;165;2015-11-20 03:19;
11;blasfemy;169;1;169;9999;2015-11-20 03:20;
11;HannesUntermDach;170;1;170;9999;2015-11-20 03:21;
11;carmelona;171;1;171;9999;2015-11-20 03:22;
11;read before burning;172;1;172;9999;2015-11-20 03:23;
11;hörthin;173;1;173;9999;2015-11-20 03:24;
11;Runkelstoss;174;2;173;173;2015-11-20 03:25;
11;hörthin;175;3;174;174;2015-11-20 03:26;
11;Runkelstoss;176;4;175;175;2015-11-20 03:27;
11;schmottke;177;1;177;9999;2015-11-20 03:28;
11;jvans;178;1;178;9999;2015-11-20 03:29;
11;Repec;179;1;179;9999;2015-11-20 03:30;
11;verum_dicere;180;1;180;9999;2015-11-20 03:31;
11;carmelona;181;1;181;9999;2015-11-20 03:32;
11;vonDü;182;2;181;181;2015-11-20 03:33;
11;RobinsonCrusoe;183;1;183;9999;2015-11-20 03:34;
11;AboBraeth;184;1;184;9999;2015-11-20 03:35;
11;jvans;185;2;184;184;2015-11-20 03:36;
11;Andre T;186;2;94;94;2015-11-20 02:07;
11;cadebou;187;1;187;9999;2015-11-20 03:38;
11;DasIch;188;1;188;9999;2015-11-20 03:39;
11;ein Zeitloser;189;1;189;9999;2015-11-20 03:40;
11;Pontyclaussen;190;1;190;9999;2015-11-20 03:41;
11;Fuchshof;191;1;191;9999;2015-11-20 03:42;
11;Wolfca;192;1;192;9999;2015-11-20 03:43;
11;Cesar_2;193;1;193;9999;2015-11-20 03:44;
11;vonDü;194;2;193;193;2015-11-20 03:45;
11;DaStauntDerLaie;195;3;194;194;2015-11-20 03:46;
11;Cesar_2;196;4;195;195;2015-11-20 03:47;
11;vincentvision;197;1;197;9999;2015-11-20 03:48;
11;astario;198;2;197;197;2015-11-20 03:49;
11;vincentvision;199;3;198;198;2015-11-20 03:50;
11;astario;200;4;199;199;2015-11-20 03:51;
11;Der Augenzeuge;201;4;199;199;2015-11-20 03:52;
11;Tezzlaff;202;1;202;9999;2015-11-20 03:53;
11;Labakahn;203;1;203;9999;2015-11-20 03:54;
11;MaryPoppinsky;204;1;204;9999;2015-11-20 03:55;
11;Tezzlaff;205;2;204;204;2015-11-20 03:56;
11;S.Müller2;206;2;204;204;2015-11-20 03:57;
11;rubikon64;207;2;204;204;2015-11-20 03:58;
11;Kleine Waldhexe;208;2;204;204;2015-11-20 03:59;
11;atalante;209;1;209;9999;2015-11-20 04:00;
11;zastenato;210;1;210;9999;2015-11-20 04:01;
11;Ökonometron;211;1;211;9999;2015-11-20 04:02;
11;Repec;212;1;212;9999;2015-11-20 04:03;
11;Rudi_57;213;2;212;212;2015-11-20 04:04;
11;MICROSCOPIUM;214;1;214;9999;2015-11-20 04:05;
11;wahr-wahrscheinlich;215;1;215;9999;2015-11-20 04:06;
11;IchWeissEsAuchNicht;216;2;215;215;2015-11-20 04:07;
11;Simplizissimus;217;3;216;216;2015-11-20 04:08;
11;rubikon64;218;2;215;215;2015-11-20 04:09;
11;NoG;219;3;216;216;2015-11-20 04:10;
11;rubikon64;220;3;216;216;2015-11-20 04:11;
11;rubikon64;221;4;220;220;2015-11-20 04:12;
11;IchWeissEsAuchNicht;222;4;219;219;2015-11-20 04:13;
11;NoG;223;5;222;222;2015-11-20 04:14;
11;MICROSCOPIUM;224;4;217;217;2015-11-20 04:15;
11;IchWeissEsAuchNicht;225;6;223;223;2015-11-20 04:16;
11;rubikon64;226;5;222;222;2015-11-20 04:17;
11;Der Augenzeuge;227;3;216;216;2015-11-20 04:18;
11;IchWeissEsAuchNicht;228;6;226;226;2015-11-20 04:19;
11;Simplizissimus;229;5;224;224;2015-11-20 04:20;
11;rubikon64;230;7;228;228;2015-11-20 04:21;
11;hörthin;231;1;231;9999;2015-11-20 04:22;
11;Simplizissimus;232;2;231;231;2015-11-20 04:23;
11;Lorenz_01;233;2;231;231;2015-11-20 04:24;
11;hörthin;234;3;232;232;2015-11-20 04:25;
11;Simplizissimus;235;4;234;234;2015-11-20 04:26;
11;hörthin;236;5;235;235;2015-11-20 04:27;
11;Simplizissimus;237;1;237;9999;2015-11-20 04:28;
11;Isachamal;238;2;237;237;2015-11-20 04:29;
11;Simplizissimus;239;3;238;238;2015-11-20 04:30;
11;Isachamal;240;4;239;239;2015-11-20 04:31;
11;Simplizissimus;241;5;240;240;2015-11-20 04:32;
11;Simplizissimus;242;6;241;241;2015-11-20 04:33;
11;Simplizissimus;243;7;242;242;2015-11-20 04:34;
11;Bibi74;244;1;244;9999;2015-11-20 04:35;
11;artofmind;245;1;245;9999;2015-11-20 04:36;
11;BERA87;246;1;246;9999;2015-11-20 04:37;
11;Snake Eyes;247;2;246;246;2015-11-20 04:38;
11;BERA87;248;3;247;247;2015-11-20 04:39;
11;Strangeways-here-we-come;249;4;248;248;2015-11-20 04:40;
11;CharCorX;250;2;246;246;2015-11-20 04:41;
11;BERA87;251;3;250;250;2015-11-20 04:42;
11;Urrzeit;252;1;252;9999;2015-11-20 04:43;
11;hdtv;253;2;252;252;2015-11-20 04:44;
11;allahmallachen;254;1;254;9999;2015-11-20 04:45;
11;Strangeways-here-we-come;255;2;254;254;2015-11-20 04:46;
11;allahmallachen;256;3;255;255;2015-11-20 04:47;
11;rubikon64;505;4;256;256;2015-11-20 04:48;
11;Strangeways-here-we-come;506;4;256;256;2015-11-20 04:49;
11;allahmallachen;258;5;505;505;2015-11-20 04:50;
11;rubikon64;259;6;258;258;2015-11-20 04:51;
11;Hexenkatze;260;1;260;9999;2015-11-20 04:52;
11;Snake Eyes;261;2;260;260;2015-11-20 04:53;
11;Philo;262;1;262;9999;2015-11-20 04:54;
11;vonDü;263;2;262;262;2015-11-20 04:55;
11;Martina Kairo;264;1;264;9999;2015-11-20 04:56;
11;schmilli;265;1;265;9999;2015-11-20 04:57;
11;Fiducia;266;1;266;9999;2015-11-20 04:58;
11;Phylos;267;1;267;9999;2015-11-20 04:59;
11;ulla54;268;1;268;9999;2015-11-20 05:00;
11;IchWeissEsAuchNicht;269;2;268;268;2015-11-20 05:01;
11;lobitoes;270;2;268;268;2015-11-20 05:02;
11;Brunillo;271;2;268;268;2015-11-20 05:03;
11;hdtv;272;3;271;271;2015-11-20 05:04;
11;Daniel41;273;1;273;9999;2015-11-20 05:05;
11;Pontyclaussen;274;1;274;9999;2015-11-20 05:06;
11;W.Waszczykowski;275;2;274;274;2015-11-20 05:07;
11;Midlife;276;1;276;9999;2015-11-20 05:08;
11;Doshajo;277;2;276;276;2015-11-20 05:09;
11;Runkelstoss;278;3;277;277;2015-11-20 05:10;
11;Midlife;279;3;277;277;2015-11-20 05:11;
11;Midlife;280;4;278;278;2015-11-20 05:12;
11;Runkelstoss;281;4;278;278;2015-11-20 05:13;
11;Runkelstoss;282;5;280;280;2015-11-20 05:14;
11;EmilSinclair73;283;2;276;276;2015-11-20 05:15;
11;Doshajo;284;4;278;278;2015-11-20 05:16;
11;Midlife;285;6;282;282;2015-11-20 05:17;
11;EmilSinclair73;286;6;282;282;2015-11-20 05:18;
11;Runkelstoss;287;7;285;285;2015-11-20 05:19;
11;Midlife;288;8;287;287;2015-11-20 05:20;
11;Runkelstoss;289;7;286;286;2015-11-20 05:21;
11;EmilSinclair73;290;8;287;287;2015-11-20 05:22;
11;Runkelstoss;291;9;288;288;2015-11-20 05:23;
11;Runkelstoss;292;7;286;286;2015-11-20 05:24;
11;Midlife;293;5;284;284;2015-11-20 05:25;
11;Doshajo;294;9;290;290;2015-11-20 05:26;
11;Midlife;295;10;291;291;2015-11-20 05:27;
11;Runkelstoss;296;11;295;295;2015-11-20 05:28;
11;Midlife;297;12;296;296;2015-11-20 05:29;
11;Doshajo;298;12;296;296;2015-11-20 05:30;
11;sonneundregen;299;1;299;9999;2015-11-20 05:31;
11;petuhtante;300;1;300;9999;2015-11-20 05:32;
11;Pontyclaussen;301;1;301;9999;2015-11-20 05:33;
11;Johanna Meiermann;302;2;301;301;2015-11-20 05:34;
11;Pontyclaussen;303;3;302;302;2015-11-20 05:35;
11;Daniel41;304;3;302;302;2015-11-20 05:36;
11;Immer Bandsalat;305;3;302;302;2015-11-20 05:37;
11;Kleine Waldhexe;306;1;306;9999;2015-11-20 05:38;
11;Fabiani2000;307;2;306;306;2015-11-20 05:39;
11;Eleuthera_CH;308;2;306;306;2015-11-20 05:40;
11;Martin_Walz;309;1;309;9999;2015-11-20 05:41;
11;Midlife;310;3;277;277;2015-11-20 05:15;
11;Midlife;311;4;310;310;2015-11-20 05:19;
11;kontender;312;1;312;9999;2015-11-20 05:44;
11;algongquin;313;1;313;9999;2015-11-20 05:45;
11;Isachamal;314;1;314;9999;2015-11-20 05:46;
11;Runkelstoss;315;2;314;314;2015-11-20 05:47;
11;Felix M.;316;3;315;315;2015-11-20 05:48;
11;der Angst um seine Familie hat;317;1;317;9999;2015-11-20 05:49;
11;Simplizissimus;318;2;317;317;2015-11-20 05:50;
11;Eleuthera_CH;319;3;318;318;2015-11-20 05:51;
11;Simplizissimus;320;4;319;319;2015-11-20 05:52;
11;ebjosch;321;1;321;9999;2015-11-20 05:53;
11;NoG;322;2;321;231;2015-11-20 04:26;
11;Meander6;323;1;323;9999;2015-11-20 05:55;
11;dieter.neumann;324;1;324;9999;2015-11-20 05:56;
11;Koß Viktor;325;1;325;9999;2015-11-20 05:57;
11;Lucana;326;1;326;9999;2015-11-20 05:58;
11;Präludium;327;1;327;9999;2015-11-20 05:59;
11;ulla54;328;2;327;327;2015-11-20 06:00;
11;Schanddadh;329;3;328;328;2015-11-20 06:01;
11;BerhardundBianca;330;1;330;9999;2015-11-20 06:02;
11;Hauchecorne;331;1;331;9999;2015-11-20 06:03;
11;keats;332;2;331;331;2015-11-20 06:04;
11;Immer Bandsalat;333;3;332;332;2015-11-20 06:05;
11;Griesoss1;334;3;332;332;2015-11-20 06:06;
11;Hauchecorne;335;3;332;332;2015-11-20 06:07;
11;keats;336;4;334;334;2015-11-20 06:08;
11;Fiducia;337;3;332;332;2015-11-20 06:09;
11;keats;338;4;337;337;2015-11-20 06:10;
11;LOPTR;339;1;339;9999;2015-11-20 06:11;
11;Präludium;340;2;339;339;2015-11-20 06:12;
11;Moderationsteam;341;3;340;340;2015-11-20 06:13;
11;Gisbert Beaumarais;342;1;342;9999;2015-11-20 06:14;
11;proNucleaire;343;1;343;9999;2015-11-20 06:15;
11;Admonitus15;344;1;344;9999;2015-11-20 06:16;
11;churchill46;345;1;345;9999;2015-11-20 06:17;
11;Simplizissimus;346;2;345;345;2015-11-20 06:18;
11;Overlord.1944;347;1;347;9999;2015-11-20 06:19;
11;Simplizissimus;348;2;347;347;2015-11-20 06:20;
11;Simplizissimus;349;3;348;348;2015-11-20 06:21;
11;Katorschki;350;2;347;347;2015-11-20 06:22;
11;exorientelux;351;1;351;9999;2015-11-20 06:23;
11;Immer Bandsalat;352;2;351;351;2015-11-20 06:24;
11;the_master;353;1;353;9999;2015-11-20 06:25;
11;LOPTR;354;2;353;353;2015-11-20 06:26;
11;ulla54;355;3;354;354;2015-11-20 06:27;
11;exorientelux;356;3;354;354;2015-11-20 06:28;
11;Runkelstoss;357;3;354;354;2015-11-20 06:29;
11;the_master;358;4;357;357;2015-11-20 06:30;
11;Runkelstoss;359;4;356;356;2015-11-20 06:31;
11;exorientelux;360;5;358;358;2015-11-20 06:32;
11;Runkelstoss;361;5;358;358;2015-11-20 06:33;
11;exorientelux;362;5;359;359;2015-11-20 06:34;
11;LOPTR;363;6;361;361;2015-11-20 06:35;
11;Runkelstoss;364;6;362;362;2015-11-20 06:36;
11;Runkelstoss;365;7;363;363;2015-11-20 06:37;
11;Simplizissimus;366;2;353;353;2015-11-20 06:38;
11;Bpecuchet;367;6;361;361;2015-11-20 06:39;
11;Bpecuchet;368;6;360;360;2015-11-20 06:40;
11;the_master;369;7;368;368;2015-11-20 06:41;
11;Katorschki;370;7;368;368;2015-11-20 06:42;
11;Inventor;371;1;371;9999;2015-11-20 06:43;
11;ulla54;372;2;371;371;2015-11-20 06:44;
11;Paplast;373;1;373;9999;2015-11-20 06:45;
11;Nuevo Mundo;374;2;373;373;2015-11-20 06:46;
11;exorientelux;375;2;373;373;2015-11-20 06:47;
11;Eleuthera_CH;376;1;376;9999;2015-11-20 06:48;
11;Bpecuchet;377;2;376;376;2015-11-20 06:49;
11;Eleuthera_CH;378;3;377;377;2015-11-20 06:50;
11;Bpecuchet;379;4;378;378;2015-11-20 06:51;
11;Eleuthera_CH;380;5;379;379;2015-11-20 06:52;
11;Inventor;381;2;376;376;2015-11-20 06:53;
11;Eleuthera_CH;382;3;381;381;2015-11-20 06:54;
11;Zeitwende_X;383;2;376;376;2015-11-20 06:55;
11;leinad67;384;1;384;9999;2015-11-20 06:56;
11;Immer Bandsalat;385;2;384;384;2015-11-20 06:57;
11;ZEIT.GEIST 2015;386;1;386;9999;2015-11-20 06:58;
11;Bpecuchet;387;2;386;386;2015-11-20 06:59;
11;Repec;388;1;388;9999;2015-11-20 07:00;
11;summerday;389;1;389;9999;2015-11-20 07:01;
11;Simplizissimus;390;2;389;389;2015-11-20 07:02;
11;Bpecuchet;391;2;389;389;2015-11-20 07:03;
11;hdtv;392;3;390;390;2015-11-20 07:04;
11;Runkelstoss;393;4;392;392;2015-11-20 07:05;
11;hdtv;394;5;393;393;2015-11-20 07:06;
11;IchWeissEsAuchNicht;395;4;392;392;2015-11-20 07:07;
11;Simplizissimus;396;4;392;392;2015-11-20 07:08;
11;hdtv;397;5;395;395;2015-11-20 07:09;
11;hdtv;398;5;396;396;2015-11-20 07:10;
11;Simplizissimus;399;6;398;398;2015-11-20 07:11;
11;hdtv;400;7;399;399;2015-11-20 07:12;
11;IchWeissEsAuchNicht;401;6;398;398;2015-11-20 07:13;
11;Katorschki;402;7;399;399;2015-11-20 07:14;
11;hdtv;403;7;401;401;2015-11-20 07:15;
11;hdtv;404;8;402;402;2015-11-20 07:16;
11;Eleuthera_CH;405;3;390;390;2015-11-20 07:17;
11;Simplizissimus;406;4;405;405;2015-11-20 07:18;
11;hdtv;407;5;406;406;2015-11-20 07:19;
11;Katorschki;408;9;404;404;2015-11-20 07:20;
11;Simplizissimus;409;6;407;407;2015-11-20 07:21;
11;hdtv;410;7;409;409;2015-11-20 07:22;
11;hdtv;411;10;408;408;2015-11-20 07:23;
11;EmilSinclair73;412;6;407;407;2015-11-20 07:24;
11;Katorschki;413;11;411;411;2015-11-20 07:25;
11;Simplizissimus;414;7;412;412;2015-11-20 07:26;
11;EmilSinclair73;415;8;414;414;2015-11-20 07:27;
11;Simplizissimus;416;9;415;415;2015-11-20 07:28;
11;Simplizissimus;417;9;415;415;2015-11-20 07:29;
11;Simplizissimus;418;9;415;415;2015-11-20 07:30;
11;Simplizissimus;419;9;415;415;2015-11-20 07:31;
11;Simplizissimus;420;9;415;415;2015-11-20 07:32;
11;EmilSinclair73;421;10;416;416;2015-11-20 07:33;
11;Simplizissimus;422;11;421;421;2015-11-20 07:34;
11;Simplizissimus;423;11;421;421;2015-11-20 07:35;
11;IchWeissEsAuchNicht;424;1;424;9999;2015-11-20 07:36;
11;hdtv;425;2;424;424;2015-11-20 07:37;
11;Repec;507;1;507;9999;2015-11-20 07:38;
11;Runkelstoss;508;2;426;507;2015-11-20 07:39;
11;ulla54;427;2;426;507;2015-11-20 07:40;
11;Repec;428;2;507;508;2015-11-20 07:41;
11;EmilSinclair73;429;3;507;508;2015-11-20 07:42;
11;michael melzer;430;2;507;508;2015-11-20 07:43;
11;michael melzer;431;4;429;429;2015-11-20 07:44;
11;hdtv;432;4;429;429;2015-11-20 07:45;
11;michael melzer;433;2;507;508;2015-11-20 07:46;
11;EmilSinclair73;434;5;432;432;2015-11-20 07:47;
11;Der Rächer des öffentlichen Nahverkehrs;435;2;507;508;2015-11-20 07:48;
11;Rheindorf;436;5;432;432;2015-11-20 07:49;
11;Runkelstoss;437;3;435;435;2015-11-20 07:50;
11;Runkelstoss;438;4;437;437;2015-11-20 07:51;
11;Rheindorf;439;4;437;437;2015-11-20 07:52;
11;Rheindorf;440;5;438;438;2015-11-20 07:53;
11;penpirate;441;1;441;9999;2015-11-20 07:54;
11;Zundelfrieder;442;1;442;9999;2015-11-20 07:55;
11;hdtv;443;2;442;442;2015-11-20 07:56;
11;haenschen.klein;444;2;442;442;2015-11-20 07:57;
11;haenschen.klein;445;1;445;9999;2015-11-20 07:58;
11;Heribert Pilch;446;2;445;445;2015-11-20 07:59;
11;Katorschki;447;3;446;446;2015-11-20 08:00;
11;hdtv;448;3;446;446;2015-11-20 08:01;
11;foxp2;449;3;446;446;2015-11-20 08:02;
11;Zeitenwende_X;450;2;445;445;2015-11-20 08:03;
11;Pontyclaussen;451;1;451;9999;2015-11-20 08:04;
11;Simplizissimus;452;2;451;451;2015-11-20 08:05;
11;Pontyclaussen;453;3;452;452;2015-11-20 08:06;
11;IchWeissEsAuchNicht;454;4;453;453;2015-11-20 08:07;
11;Simplizissimus;455;5;454;454;2015-11-20 08:08;
11;Simplizissimus;456;6;455;455;2015-11-20 08:09;
11;ve-ri-tas;457;1;457;9999;2015-11-20 08:10;
11;Simplizissimus;458;2;457;457;2015-11-20 08:11;
11;Heribert Pilch;459;2;457;457;2015-11-20 08:12;
11;Eleuthera_CH;460;3;459;459;2015-11-20 08:13;
11;hdtv;461;2;457;457;2015-11-20 08:14;
11;Immer Bandsalat;462;3;459;459;2015-11-20 08:15;
11;Zuzanna;463;1;463;9999;2015-11-20 08:16;
11;Mischa56;464;1;464;9999;2015-11-20 08:17;
11;Nuevo Mundo;466;1;465;465;2015-11-20 08:18;
11;Inventor;467;1;467;9999;2015-11-20 08:19;
11;zambaqia;468;1;468;9999;2015-11-20 08:20;
