Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;quality
27;BerserZ;56;2;39;39;2015-11-20 01:25;7
27;paint_it_bunt;57;4;43;43;2015-11-20 01:24;22
27;loge1881;58;4;43;43;2015-11-20 01:27;22
27;Waldeule;59;3;42;42;2015-11-20 01:21;7
27;loge1881;60;3;56;56;2015-11-20 01:29;1
27;GrafRotz;61;6;55;55;2015-11-20 01:30;22
27;Der Niederbayer;62;2;39;39;2015-11-20 01:31;3
27;Peter G.;63;4;59;59;2015-11-20 01:32;3
27;BerserZ;64;7;61;61;2015-11-20 01:33;22
27;Haagen;65;6;55;55;2015-11-20 01:34;3
27;GrafRotz;66;5;63;63;2015-11-20 01:35;8
27;BerserZ;67;8;64;64;2015-11-20 01:36;3
27;GrafRotz;68;9;67;67;2015-11-20 01:37;3
27;BerserZ;69;10;68;68;2015-11-20 01:38;1
27;Antigone dreht am Rad;70;7;51;51;2015-11-20 01:39;10
27;Antigone dreht am Rad;71;8;70;70;2015-11-20 01:40;0
27;Zifix;72;3;56;56;2015-11-20 01:31;-4
27;GrafRotz;73;11;69;69;2015-11-20 01:42;18
27;Haagen;74;9;67;67;2015-11-20 01:43;0
27;GrafRotz;75;8;70;70;2015-11-20 01:44;3
27;Golden State Warrior;76;3;56;56;2015-11-20 01:35;7
27;Antigone dreht am Rad;77;9;75;75;2015-11-20 01:46;1
27;makke14;78;3;40;40;2015-11-20 01:11;0
27;Super_Kluk;79;9;75;75;2015-11-20 01:48;1
27;makke14;80;10;79;79;2015-11-20 01:49;1
27;GrafRotz;81;10;77;77;2015-11-20 01:50;7
27;GrafRotz;82;10;79;79;2015-11-20 01:51;0
27;makke14;83;11;82;82;2015-11-20 01:52;7
27;GrafRotz;84;12;83;83;2015-11-20 01:53;3
27;Super_Kluk;85;11;82;82;2015-11-20 01:54;1
27;makke14;86;13;84;84;2015-11-20 01:55;7
27;Fila12;87;3;56;56;2015-11-20 01:35;7
27;GrafRotz;88;11;82;82;2015-11-20 01:56;3
27;GrafRotz;89;14;86;86;2015-11-20 01:58;-7
27;makke14;90;15;89;89;2015-11-20 01:59;8
27;Golden State Warrior;91;11;80;80;2015-11-20 02:00;29
27;tjelvar;92;9;75;75;2015-11-20 02:01;1
27;Antigone dreht am Rad;93;11;81;81;2015-11-20 02:02;10
27;Golden State Warrior;94;10;92;92;2015-11-20 02:03;7
27;GrafRotz;95;12;93;93;2015-11-20 02:08;3
27;makke14;96;12;91;91;2015-11-20 02:05;18
27;tart;97;2;39;39;2015-11-20 01:13;-7
27;GrafRotz;98;3;97;97;2015-11-20 01:18;14
27;Golden State Warrior;99;13;96;96;2015-11-20 02:08;18
27;Mausi10;100;4;43;43;2015-11-20 01:29;7
27;tjelvar;101;11;94;94;2015-11-20 02:10;0
27;Golden State Warrior;102;12;101;101;2015-11-20 02:11;17
27;makke14;103;14;99;99;2015-11-20 02:12;3
27;Golden State Warrior;104;15;103;103;2015-11-20 02:13;10
27;M.Kalt;105;11;82;82;2015-11-20 01:55;3
27;makke14;106;16;104;104;2015-11-20 02:15;1
27;loge1881;107;11;80;80;2015-11-20 01:50;7
27;langzeitfarang;108;9;75;75;2015-11-20 01:51;8
27;paysdoufs;109;3;42;42;2015-11-20 01:16;0
27;paysdoufs;110;8;53;53;2015-11-20 01:24;3
27;paysdoufs;111;8;64;64;2015-11-20 01:34;7
27;paysdoufs;112;7;65;65;2015-11-20 01:50;8
27;paysdoufs;113;11;80;80;2015-11-20 01:51;7
27;Pedroleum;114;9;67;67;2015-11-20 01:40;7
27;Pedroleum;115;5;100;100;2015-11-20 01:32;0
27;sirjohn123;116;1;116;9999;2015-11-20 02:25;7
27;Das Fünfte Element;117;1;117;9999;2015-11-20 02:26;14
27;roterkater2009;118;2;117;117;2015-11-20 02:27;0
27;doitnow;119;2;117;117;2015-11-20 02:28;18
27;Das Fünfte Element;120;3;119;119;2015-11-20 02:29;3
27;quarague;121;2;117;117;2015-11-20 02:30;1
27;Mettigelfan;122;1;122;9999;2015-11-20 02:31;14
27;Ulrich Eicken;123;2;122;122;2015-11-20 02:32;1
27;Mettigelfan;124;3;123;123;2015-11-20 02:33;3
27;Kuttich;125;2;122;122;2015-11-20 02:34;22
27;Mettigelfan;126;3;125;125;2015-11-20 02:35;7
27;M.Kalt;127;4;124;124;2015-11-20 02:36;1
27;M.Kalt;128;5;127;127;2015-11-20 02:37;1
27;Babenberg;129;1;129;9999;2015-11-20 02:38;0
27;Mettigelfan;130;1;130;9999;2015-11-20 02:39;14
27;Fatmatblue;131;2;130;130;2015-11-20 02:40;14
27;Mettigelfan;132;3;131;131;2015-11-20 02:41;3
27;Peter G.;133;1;133;9999;2015-11-20 02:42;14
27;Primus pilus;134;2;133;133;2015-11-20 02:43;3
27;Leser mit Zeit;135;2;133;133;2015-11-20 02:44;15
27;Vorschau;136;3;135;135;2015-11-20 02:45;18
27;Peter G.;137;3;134;134;2015-11-20 02:46;18
27;doitnow;138;3;135;135;2015-11-20 02:47;1
27;Popelinchen;139;1;139;9999;2015-11-20 02:48;7
27;August S;140;1;140;9999;2015-11-20 02:49;7
27;123-4-321;141;1;141;9999;2015-11-20 02:50;21
27;Kuttich;142;2;141;141;2015-11-20 02:51;22
27;Joes;143;1;143;9999;2015-11-20 02:52;7
27;Konservative;144;1;144;9999;2015-11-20 02:53;7
27;Mettigelfan;145;2;144;144;2015-11-20 02:54;10
27;Saar-Franzose;146;2;144;144;2015-11-20 02:55;7
27;Ushikawa;147;3;145;145;2015-11-20 02:56;0
27;die Debatte vertiefen;148;3;146;146;2015-11-20 02:57;0
27;Mettigelfan;149;4;147;147;2015-11-20 02:58;22
27;Max Kreitmeier;150;2;144;144;2015-11-20 02:59;7
27;Monacco;151;2;144;144;2015-11-20 03:00;36
27;Konservative;152;3;151;151;2015-11-20 03:01;25
27;Konservative;153;3;150;150;2015-11-20 03:02;10
27;Ushikawa;154;5;149;149;2015-11-20 03:03;1
27;Vorschau;155;1;155;9999;2015-11-20 03:04;7
27;JimNetz;156;1;156;9999;2015-11-20 03:05;14
27;Nögler;157;1;157;9999;2015-11-20 03:06;7
27;Freezer;158;1;158;9999;2015-11-20 03:07;14
27;Saar-Franzose;159;2;158;158;2015-11-20 03:08;22
27;Freezer;160;3;159;159;2015-11-20 03:09;8
27;Saar-Franzose;161;4;160;160;2015-11-20 03:10;1
27;A. Garcia;162;1;162;9999;2015-11-20 03:11;7
27;St.Expeditus;163;1;163;9999;2015-11-20 03:12;7
27;Saar-Franzose;164;2;163;163;2015-11-20 03:13;3
27;A. Garcia;165;2;163;163;2015-11-20 03:14;3
27;St.Expeditus;166;3;165;165;2015-11-20 03:15;3
27;A. Garcia;167;4;166;166;2015-11-20 03:16;1
27;Kuttich;168;2;163;163;2015-11-20 03:17;3
27;Golden State Warrior;169;2;163;163;2015-11-20 03:18;7
27;ernst_wollweber;170;1;170;9999;2015-11-20 03:19;7
27;rettetdiefreiemeinungsäußerung;171;1;171;9999;2015-11-20 03:20;14
27;JeanLuc7;172;1;172;9999;2015-11-20 03:21;14
27;GrafRotz;173;2;172;172;2015-11-20 03:22;7
27;GrafRotz;174;3;173;173;2015-11-20 03:23;-7
27;wurdege;175;4;174;174;2015-11-20 03:24;0
27;rettetdiefreiemeinungsäußerung;176;4;174;174;2015-11-20 03:25;0
27;wurdege;177;5;176;176;2015-11-20 03:26;3
27;GrafRotz;178;5;176;176;2015-11-20 03:27;1
27;rettetdiefreiemeinungsäußerung;179;6;178;178;2015-11-20 03:28;0
27;GrafRotz;180;7;179;179;2015-11-20 03:29;0
27;rettetdiefreiemeinungsäußerung;181;8;180;180;2015-11-20 03:30;0
27;lindenstamm;182;5;176;176;2015-11-20 03:31;7
27;rettetdiefreiemeinungsäußerung;183;6;182;182;2015-11-20 03:32;1
27;frankczernowitz;184;1;184;9999;2015-11-20 03:33;7
27;Vito Andolini;185;1;185;9999;2015-11-20 03:34;7
27;Dundoril;186;2;185;185;2015-11-20 03:35;7
27;Barwasser;187;1;187;9999;2015-11-20 03:36;7
27;malarimtamtam;188;1;188;9999;2015-11-20 03:37;7
27;Fee07;189;2;188;188;2015-11-20 03:38;14
27;nicht deutsch - links;190;1;190;9999;2015-11-20 03:39;7
27;Kuttich;191;2;190;190;2015-11-20 03:40;3
27;bkkopp;192;1;192;9999;2015-11-20 03:41;14
27;MMM-M;193;1;193;9999;2015-11-20 03:42;21
27;Erkan x11x;194;1;194;9999;2015-11-20 03:43;7
27;mrar_;195;1;195;9999;2015-11-20 03:44;7
27;responsible_ethicist;196;1;196;9999;2015-11-20 03:45;7
27;Kuttich;197;2;196;196;2015-11-20 03:46;22
27;Fee07;198;1;198;9999;2015-11-20 03:47;7
27;Nikolas der zweite;19901;2;198;198;2015-11-20 03:48;7
27;Monacco;19902;3;19901;19901;2015-11-20 03:49;7
27;Kutt;19903;3;19901;19901;2015-11-20 03:50;7
27;Golden State Warrior;19904;2;198;198;2015-11-20 03:51;7
27;Nikolas der zweite;19905;4;19903;19903;2015-11-20 03:52;7
27;responsible_ethicist;200;1;200;9999;2015-11-20 03:53;14
27;VertragtEuchSchön;201;2;200;200;2015-11-20 03:54;3
27;Schoco;202;2;200;200;2015-11-20 03:55;17
27;Nikolas der zweite;203;1;203;9999;2015-11-20 03:56;7
27;Ach-ja;204;1;204;9999;2015-11-20 03:57;7
27;Odison;205;1;205;9999;2015-11-20 03:58;7
27;Manchesterliberaler;206;1;206;9999;2015-11-20 03:59;7
27;Fragenstellerin;207;1;207;9999;2015-11-20 04:00;7
27;Sabasari;208;1;208;9999;2015-11-20 04:01;21
27;LechtsundRinks;209;1;209;9999;2015-11-20 04:02;14
27;meckimesser99;210;1;210;9999;2015-11-20 04:03;0
27;______leser;211;1;211;9999;2015-11-20 04:04;14
27;Zahlen und Zeit;212;1;212;9999;2015-11-20 04:05;7
27;aram62;213;1;213;9999;2015-11-20 04:06;7
27;Schoco;214;2;213;213;2015-11-20 04:07;22
27;Monacco;215;1;215;9999;2015-11-20 04:08;0
27;eingeschränkte Meinungsfreiheit;216;1;216;9999;2015-11-20 04:09;7
27;Tohan;217;1;217;9999;2015-11-20 04:10;14
27;ComputaExperde;218;2;217;217;2015-11-20 04:11;14
27;Dogwalker;219;2;217;217;2015-11-20 04:12;1
27;neinsager;220;1;220;9999;2015-11-20 04:13;7
27;St.Expeditus;221;1;221;9999;2015-11-20 04:14;7
27;Freigeist04;222;1;222;9999;2015-11-20 04:15;0
27;Dogwalker;223;1;223;9999;2015-11-20 04:16;7
27;Jordanes;224;2;223;223;2015-11-20 04:17;14
27;Dogwalker;225;3;224;224;2015-11-20 04:18;1
27;Tohan;226;3;224;224;2015-11-20 04:19;1
27;Antigone dreht am Rad;227;1;227;9999;2015-11-20 04:20;7
27;Dogwalker;228;2;227;227;2015-11-20 04:21;0
27;babasikander;229;1;229;9999;2015-11-20 04:22;21
27;difflook;230;1;230;9999;2015-11-20 04:23;0
27;David Foster Wallace;231;1;231;9999;2015-11-20 04:24;7
27;gwrere;232;1;232;9999;2015-11-20 04:25;7
27;Aaron Levi Goldstein;233;1;233;9999;2015-11-20 04:26;7
27;berlin-rustikal;234;2;233;233;2015-11-20 04:27;3
27;Éric Machère;235;1;235;9999;2015-11-20 04:28;7
27;berlin-rustikal;236;2;235;235;2015-11-20 04:29;7
27;responsible_ethicist;237;1;237;9999;2015-11-20 04:30;7
27;Schoco;238;1;238;9999;2015-11-20 04:31;14
27;km732;239;1;239;9999;2015-11-20 04:32;7
27;Geromino;240;1;240;9999;2015-11-20 04:33;7
27;Lilo123;241;1;241;9999;2015-11-20 04:34;14
27;Lilo123;242;2;241;241;2015-11-20 04:35;0
27;Antigone dreht am Rad;243;2;242;242;2015-11-20 04:36;0
27;km732;244;3;243;243;2015-11-20 04:37;1
27;aseiferttt;245;1;245;9999;2015-11-20 04:38;7
27;Omei Omei;246;1;246;9999;2015-11-20 04:39;7
27;Aliaxe;247;1;247;9999;2015-11-20 04:40;7
27;km732;248;2;247;247;2015-11-20 04:41;-4
27;Barwasser;249;1;249;9999;2015-11-20 04:42;7
27;Medienrezipient;250;1;250;9999;2015-11-20 04:43;28
27;Knaake;251;1;251;9999;2015-11-20 04:44;14
27;km732;252;2;251;251;2015-11-20 04:45;7
27;rw3005;253;1;253;9999;2015-11-20 04:46;14
27;unrumpf;254;1;254;9999;2015-11-20 04:47;7
27;nebbia;255;1;255;9999;2015-11-20 04:48;14
27;Linde38;256;2;255;255;2015-11-20 04:49;8
27;ChristianBW;257;1;257;9999;2015-11-20 04:50;7
27;Karl D.;258;1;258;9999;2015-11-20 04:51;7
27;Moritz.Grattke;259;2;258;258;2015-11-20 04:52;7
27;Wolff 99;260;1;260;9999;2015-11-20 04:53;14
27;bavarius;261;1;261;9999;2015-11-20 04:54;14
27;ChristianBW;262;2;261;261;2015-11-20 04:55;0
27;lindenstamm;263;1;263;9999;2015-11-20 04:56;7
27;Knaake;264;1;264;9999;2015-11-20 04:57;14
27;lindenstamm;265;2;264;264;2015-11-20 04:58;18
27;Knaake;266;3;265;265;2015-11-20 04:59;1
27;Pedroleum;267;1;267;9999;2015-11-20 05:00;7
27;gwrere;268;2;267;267;2015-11-20 05:01;0
27;Pedroleum;269;3;268;268;2015-11-20 05:02;10
27;Moritz.Grattke;270;3;268;268;2015-11-20 05:03;0
27;Flügelschuh;271;1;271;9999;2015-11-20 05:04;7
27;Schoco;272;1;272;9999;2015-11-20 05:05;7
27;gwrere;273;2;272;272;2015-11-20 05:06;10
27;Karl D.;274;1;274;9999;2015-11-20 05:07;7
27;Linde38;275;1;275;9999;2015-11-20 05:08;14
27;Coolie;276;1;276;9999;2015-11-20 05:09;7
27;iSinn;277;1;277;9999;2015-11-20 05:10;7
27;LUBO;278;1;278;9999;2015-11-20 05:11;14
27;Vito Andolini;279;2;278;278;2015-11-20 05:12;16
27;Kuckugsaugen;280;1;280;9999;2015-11-20 05:13;0
27;PausD;281;2;280;280;2015-11-20 05:14;10
27;Klotto;282;4;174;174;2015-11-20 03:27;8
27;gwrere;283;1;283;9999;2015-11-20 05:16;7
27;PausD;284;2;283;283;2015-11-20 05:17;22
27;Pugliese;285;1;285;9999;2015-11-20 05:18;14
27;Wolfgang63;286;1;286;9999;2015-11-20 05:19;7
27;PausD;287;2;286;286;2015-11-20 05:20;15
27;So isset;288;1;288;9999;2015-11-20 05:21;0
27;Moritz.Grattke;289;1;289;9999;2015-11-20 05:22;7
27;paysdoufs;290;1;290;9999;2015-11-20 05:23;7
27;Unzeitiger;291;1;291;9999;2015-11-20 05:24;7
