Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;quality;row_two;ukey
6;FreieGedanken;445;2;444;444;2015-11-20 07:56;-6;4;2291
6;Veritas11;446;3;445;445;2015-11-20 07:57;1;5;2292
6;agan46;447;4;446;446;2015-11-20 07:58;7;6;2293
6;Gracco;448;3;445;445;2015-11-20 07:59;1;5;2294
6;Mihe;449;2;444;444;2015-11-20 08:00;22;4;2295
6;Gracco;450;3;449;449;2015-11-20 08:01;7;5;2296
6;Mihe;451;4;450;450;2015-11-20 08:02;3;6;2297
6;Gracco;452;5;451;451;2015-11-20 08:03;10;7;2298
6;finkenstein1;453;1;453;9999;2015-11-20 08:04;7;3;2299
6;Nachbrenner;454;2;453;453;2015-11-20 08:05;10;4;2300
6;finkenstein1;455;3;454;454;2015-11-20 08:06;18;5;2301
6;Nachbrenner;456;4;455;455;2015-11-20 08:07;10;6;2302
6;finkenstein1;457;5;456;456;2015-11-20 08:08;10;7;2303
6;FreieGedanken;458;3;454;454;2015-11-20 08:09;22;5;2304
6;agan46;459;2;453;453;2015-11-20 08:10;21;4;2305
6;stedis;460;1;460;9999;2015-11-20 08:11;14;3;2306
6;hibiscus;461;2;460;460;2015-11-20 08:12;18;4;2307
6;Rolf K.;462;1;462;9999;2015-11-20 08:13;0;3;2308
6;FreieGedanken;463;2;462;462;2015-11-20 08:14;14;4;2309
6;Schleichdie;464;3;463;463;2015-11-20 08:15;0;5;2310
6;anasemanini;465;2;462;462;2015-11-20 08:16;1;4;2311
6;Gracco;466;2;462;462;2015-11-20 08:17;7;4;2312
6;Schleichdie;467;3;466;466;2015-11-20 08:18;14;5;2313
6;Gracco;468;4;467;467;2015-11-20 08:19;1;6;2314
6;JohnboyWal;469;1;469;9999;2015-11-20 08:20;7;3;2315
6;FreieGedanken;470;2;469;469;2015-11-20 08:21;17;4;2316
6;Mihe;471;3;470;470;2015-11-20 08:22;0;5;2317
6;Fox89;472;1;472;9999;2015-11-20 08:23;7;3;2318
6;Frank T.;473;3;472;472;2015-11-20 08:24;3;5;2319
6;Ranton;474;1;474;9999;2015-11-20 08:25;14;3;2320
6;Frank T.;475;3;474;474;2015-11-20 08:26;3;5;2321
6;hibiscus;476;3;474;474;2015-11-20 08:27;3;5;2322
6;Rolf K.;477;1;477;9999;2015-11-20 08:28;14;3;2323
6;Doornail;478;1;478;9999;2015-11-20 08:29;7;3;2324
6;Rolf K.;479;1;479;9999;2015-11-20 08:30;21;3;2325
