Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;quality
19;Hellmut Wilde;105;1;105;9999;2015-11-20 02:14;21
19;Paula;106;1;106;9999;2015-11-20 02:15;14
19;4Logos;107;1;107;9999;2015-11-20 02:16;14
19;;108;1;108;9999;2015-11-20 02:17;7
19;Steuerzahler;109;2;108;108;2015-11-20 02:18;7
19;Gastuser2;110;2;108;108;2015-11-20 02:19;1
19;upps;111;1;111;9999;2015-11-20 02:20;7
19;Jason Bourne;112;1;112;9999;2015-11-20 02:21;14
19;Schmidt;113;1;113;9999;2015-11-20 02:22;7
19;Grundgesetzlich;114;1;114;9999;2015-11-20 02:23;14
19;sandrakas;115;2;114;114;2015-11-20 02:24;1
19;gehtsnoch;116;1;116;9999;2015-11-20 02:25;14
19;;117;1;117;9999;2015-11-20 02:26;7
19;bravo kilo;118;2;117;117;2015-11-20 02:27;7
19;Nico;119;1;119;9999;2015-11-20 02:28;7
19;Chris;120;2;119;119;2015-11-20 02:29;1
19;sandrakas;121;2;119;119;2015-11-20 02:30;1
19;bravo kilo;122;2;119;119;2015-11-20 02:31;1
19;MichealE;123;1;123;9999;2015-11-20 02:32;14
19;Vater in Sorge;124;1;124;9999;2015-11-20 02:33;14
19;Debbie;125;1;125;9999;2015-11-20 02:34;14
19;stefan weber;126;1;126;9999;2015-11-20 02:35;21
19;Rita Hoffmann;127;1;127;9999;2015-11-20 02:36;14
19;Demography is Destiny;128;1;128;9999;2015-11-20 02:37;7
19;Wolfgang Krause;129;1;129;9999;2015-11-20 02:38;7
19;Glücklos;130;1;130;9999;2015-11-20 02:39;7
19;müller;131;1;131;9999;2015-11-20 02:40;21
19;nonevernomore;132;1;132;9999;2015-11-20 02:41;7
19;Reznikoff;133;1;133;9999;2015-11-20 02:42;7
19;Old_Europe_61;134;1;134;9999;2015-11-20 02:43;7
19;Mike Connor;135;1;135;9999;2015-11-20 02:44;0
19;Olaf;136;1;136;9999;2015-11-20 02:45;7
19;Rita Hoffmann;137;1;137;9999;2015-11-20 02:46;14
19;Chris;138;2;137;137;2015-11-20 02:47;7
19;GastXXX;139;2;137;137;2015-11-20 02:48;0
19;Gast;140;2;137;137;2015-11-20 02:49;1
19;sandrakas;141;3;140;140;2015-11-20 02:50;7
19;Julia_1;142;2;137;137;2015-11-20 02:51;8
19;Internetkobold;143;1;143;9999;2015-11-20 02:52;7
19;Julia_1;144;2;143;143;2015-11-20 02:53;8
19;Demo Krate;145;1;145;9999;2015-11-20 02:54;21
19;sandrakas;146;2;145;145;2015-11-20 02:55;8
19;Julia_1;147;2;145;145;2015-11-20 02:56;3
19;Sam;148;1;148;9999;2015-11-20 02:57;14
19;Karl Hungus;149;1;149;9999;2015-11-20 02:58;7
19;Atze;150;1;150;9999;2015-11-20 02:59;7
19;beagle;151;2;150;150;2015-11-20 03:00;0
19;bravo kilo;152;2;150;150;2015-11-20 03:01;1
19;Siggi50;153;2;150;150;2015-11-20 03:02;0
19;Pinin;154;1;154;9999;2015-11-20 03:03;14
19;Gerd;155;1;155;9999;2015-11-20 03:04;14
19;Die Uhr Tickt;156;1;156;9999;2015-11-20 03:05;7
19;Locutus70;157;1;157;9999;2015-11-20 03:06;7
19;Julia_1;158;2;157;157;2015-11-20 03:07;0
19;Siggi50;159;2;157;157;2015-11-20 03:08;7
19;Jürgen Mader;160;1;160;9999;2015-11-20 03:09;7
19;Gast;161;1;161;9999;2015-11-20 03:10;0
19;roxton;162;1;162;9999;2015-11-20 03:11;7
19;;163;1;163;9999;2015-11-20 03:12;7
19;Hansemann;164;2;163;163;2015-11-20 03:13;0
19;Julia_1;165;2;163;163;2015-11-20 03:14;0
19;FreierFranke;166;2;163;163;2015-11-20 03:15;7
19;Karl-Heinz;167;1;167;9999;2015-11-20 03:16;7
19;jasagmal;168;1;168;9999;2015-11-20 03:17;7
19;Kara Ben Nemsi;169;1;169;9999;2015-11-20 03:18;14
19;sandrakas;170;2;169;169;2015-11-20 03:19;1
19;sandrakas;171;1;171;9999;2015-11-20 03:20;14
19;Mephisto;172;2;171;171;2015-11-20 03:21;0
19;Itan;173;2;171;171;2015-11-20 03:22;16
19;albjoerne;174;1;174;9999;2015-11-20 03:23;0
19;sandrakas;175;2;174;174;2015-11-20 03:24;8
19;Ena, Tochter von Landogar;176;2;174;174;2015-11-20 03:25;7
19;jetztsagiaamalwas;177;1;177;9999;2015-11-20 03:26;14
19;Harnold;178;1;178;9999;2015-11-20 03:27;14
19;Strato;179;1;179;9999;2015-11-20 03:28;7
19;kicknrush;180;1;180;9999;2015-11-20 03:29;0
19;Fragender;181;1;181;9999;2015-11-20 03:30;7
19;Karl Brügel;182;1;182;9999;2015-11-20 03:31;7
19;Gemeindeplag;183;1;183;9999;2015-11-20 03:32;7
19;Karin Kroll;184;1;184;9999;2015-11-20 03:33;7
19;Sam;185;1;185;9999;2015-11-20 03:34;7
19;Mephisto;186;2;185;185;2015-11-20 03:35;29
19;Sam;187;3;186;186;2015-11-20 03:36;3
19;Hungaroton;188;1;188;9999;2015-11-20 03:37;7
19;Bernd;189;1;189;9999;2015-11-20 03:38;0
19;Anna M.;190;1;190;9999;2015-11-20 03:39;0
19;G. Sammer;191;1;191;9999;2015-11-20 03:40;7
19;Emil Cioran;192;1;192;9999;2015-11-20 03:41;0
19;RW;193;1;193;9999;2015-11-20 03:42;7
19;Steuerzahler;194;1;194;9999;2015-11-20 03:43;7
19;Alias;195;2;194;194;2015-11-20 03:44;0
19;Blumenfreund is here;196;3;195;195;2015-11-20 03:45;0
19;Michael;197;3;195;195;2015-11-20 03:46;3
19;Steuerzahler;198;3;195;195;2015-11-20 03:47;3
19;Itan;199;2;194;194;2015-11-20 03:48;7
19;Torsten Krause;200;1;200;9999;2015-11-20 03:49;7
19;ebs;201;2;200;200;2015-11-20 03:50;7
19;Friedrich Spee;202;1;202;9999;2015-11-20 03:51;7
19;Hans Wurst;203;1;203;9999;2015-11-20 03:52;0
19;Ein Sieg macht keinen Sommer;204;1;204;9999;2015-11-20 03:53;7
19;Lindner;205;1;205;9999;2015-11-20 03:54;0
19;Julia_1;206;1;206;9999;2015-11-20 03:55;7
19;Mephisto;207;2;206;206;2015-11-20 03:56;3
19;Julia_1;208;3;207;207;2015-11-20 03:57;8
19;Peter Pan;209;3;207;207;2015-11-20 03:58;15
19;Pforzheimer;210;3;207;207;2015-11-20 03:59;18
19;Ruhig Blut;211;1;211;9999;2015-11-20 04:00;14
19;Alfred Tetzlaff;212;1;212;9999;2015-11-20 04:01;7
19;PS;213;1;213;9999;2015-11-20 04:02;14
19;Maximilian;214;1;214;9999;2015-11-20 04:03;0
19;Schapp;215;2;214;214;2015-11-20 04:04;0
19;;216;1;216;9999;2015-11-20 04:05;7
19;Mephisto;217;2;216;216;2015-11-20 04:06;7
19;ebs;218;2;216;216;2015-11-20 04:07;7
19;Normverbraucher;219;1;219;9999;2015-11-20 04:08;14
19;Mephisto;220;2;219;219;2015-11-20 04:09;17
19;erwin z;221;1;221;9999;2015-11-20 04:10;7
19;Bob Nerman;222;1;222;9999;2015-11-20 04:11;7
19;Heike Pachner;223;1;223;9999;2015-11-20 04:12;7
19;onetwo;224;1;224;9999;2015-11-20 04:13;7
19;Gast;225;1;225;9999;2015-11-20 04:14;7
19;sandrakas;226;2;225;225;2015-11-20 04:15;3
19;Woodcreek;227;1;227;9999;2015-11-20 04:16;7
19;;228;1;228;9999;2015-11-20 04:17;7
19;Wo_soll_das_alles_enden;229;2;228;228;2015-11-20 04:18;17
19;Ichbinschuld;230;1;230;9999;2015-11-20 04:19;0
19;gerhard;231;1;231;9999;2015-11-20 04:20;14
19;Simon;232;1;232;9999;2015-11-20 04:21;7
19;Heimatland!;233;1;233;9999;2015-11-20 04:22;14
19;BlackSun84;234;1;234;9999;2015-11-20 04:23;7
19;treu;235;1;235;9999;2015-11-20 04:24;7
19;DiSo;236;1;236;9999;2015-11-20 04:25;7
19;Dr. Viktor Harsch;237;1;237;9999;2015-11-20 04:26;7
19;ebs;238;2;237;237;2015-11-20 04:27;0
19;sandrakas;239;1;239;9999;2015-11-20 04:28;21
19;Mephisto;240;2;239;239;2015-11-20 04:29;0
19;ebs;241;3;240;240;2015-11-20 04:30;3
19;peter Kokot;242;4;241;241;2015-11-20 04:31;0
19;ew;243;1;243;9999;2015-11-20 04:32;7
19;steff;244;1;244;9999;2015-11-20 04:33;7
19;Spritti;245;1;245;9999;2015-11-20 04:34;7
19;Henrik Flörs;246;1;246;9999;2015-11-20 04:35;14
19;sandrakas;247;2;246;246;2015-11-20 04:36;8
19;Willinever;248;1;248;9999;2015-11-20 04:37;7
19;p. klaus;249;1;249;9999;2015-11-20 04:38;21
19;sandrakas;250;2;249;249;2015-11-20 04:39;1
19;Ena, Tochter von Landogar;251;1;251;9999;2015-11-20 04:40;7
19;Freiwild;252;1;252;9999;2015-11-20 04:41;14
19;Onkel Egon;253;1;253;9999;2015-11-20 04:42;7
19;Karamba;254;2;253;253;2015-11-20 04:43;3
19;sandrakas;255;2;253;253;2015-11-20 04:44;1
19;Guest;256;1;256;9999;2015-11-20 04:45;7
19;Rania v. Froschhause;257;1;257;9999;2015-11-20 04:46;14
19;Guest;258;1;258;9999;2015-11-20 04:47;7
19;sandrakas;259;2;258;258;2015-11-20 04:48;1
19;ebs;260;2;258;258;2015-11-20 04:49;0
19;Gast5;261;1;261;9999;2015-11-20 04:50;7
19;Murks aus Berlin;262;1;262;9999;2015-11-20 04:51;7
19;Tina Möller;263;1;263;9999;2015-11-20 04:52;14
19;Karamba;264;1;264;9999;2015-11-20 04:53;7
19;Sie muss weg!;265;1;265;9999;2015-11-20 04:54;21
19;sandrakas;266;2;265;265;2015-11-20 04:55;1
19;p. klaus;267;1;267;9999;2015-11-20 04:56;7
19;Daniel;268;1;268;9999;2015-11-20 04:57;14
19;Wo_soll_das_alles_enden;269;2;268;268;2015-11-20 04:58;1
19;Schnautzvoll;270;3;269;269;2015-11-20 04:59;3
19;Mephisto;271;2;269;268;2015-11-20 05:00;7
19;Rev. Tim Tom;272;1;272;9999;2015-11-20 05:01;14
19;Thomas;273;1;273;9999;2015-11-20 05:02;7
19;Karamba;274;1;274;9999;2015-11-20 05:03;7
19;MS;275;1;275;9999;2015-11-20 05:04;14
19;Jack Miller;276;1;276;9999;2015-11-20 05:05;7
19;Demokrat;277;1;277;9999;2015-11-20 05:06;7
19;Ein Bayer;278;1;278;9999;2015-11-20 05:07;7
19;Mephisto;279;2;278;278;2015-11-20 05:08;29
19;Ein Bayer;280;3;279;279;2015-11-20 05:09;8
19;K.Marx;281;2;278;278;2015-11-20 05:10;0
19;Guest;282;1;282;9999;2015-11-20 05:11;7
19;p. klaus;283;2;282;282;2015-11-20 05:12;7
19;Zensiert;284;1;284;9999;2015-11-20 05:13;14
19;Mephisto;285;2;284;284;2015-11-20 05:14;1
19;p. klaus;286;1;286;9999;2015-11-20 05:15;0
19;Quercus Alba;287;1;287;9999;2015-11-20 05:16;7
19;Guest;288;1;288;9999;2015-11-20 05:17;7
19;Jean Flores;289;1;289;9999;2015-11-20 05:18;7
19;Schnapp;290;1;290;9999;2015-11-20 05:19;7
19;Wo_soll_das_alles_enden;291;2;290;290;2015-11-20 05:20;7
19;Schimanski;292;1;292;9999;2015-11-20 05:21;7
19;Schnautzvoll;293;1;293;9999;2015-11-20 05:22;0
19;ReMovie Superstar...;294;1;294;9999;2015-11-20 05:23;14
19;Gastuser;295;1;295;9999;2015-11-20 05:24;7
19;hardi62;296;1;296;9999;2015-11-20 05:25;7
19;Matthias Hartmann;297;1;297;9999;2015-11-20 05:26;7
19;HSG;298;1;298;9999;2015-11-20 05:27;7
19;wolfgang;299;1;299;9999;2015-11-20 05:28;14
19;bayern-express;300;1;300;9999;2015-11-20 05:29;7
19;Variable;301;1;301;9999;2015-11-20 05:30;7
19;Henry Santy;302;2;301;301;2015-11-20 05:31;7
19;Eizzy IceBorne;303;1;303;9999;2015-11-20 05:32;7
19;erika ullrich;304;1;304;9999;2015-11-20 05:33;7
19;HSG;305;2;304;304;2015-11-20 05:34;-7
19;Zeppo444;306;1;306;9999;2015-11-20 05:35;7
19;rudi;307;1;307;9999;2015-11-20 05:36;7
19;Fred Ferming;308;1;308;9999;2015-11-20 05:37;14
19;stefan_sts;309;1;309;9999;2015-11-20 05:38;0
19;Karipolriese;310;1;310;9999;2015-11-20 05:39;14
19;Steuerzahler;311;1;311;9999;2015-11-20 05:40;7
19;Holger Strueber;312;1;312;9999;2015-11-20 05:41;0
19;beagle;313;1;313;9999;2015-11-20 05:42;7
19;Die-Stimme-in-deinem-Kopf;314;1;314;9999;2015-11-20 05:43;14
19;Henry Santy;315;1;315;9999;2015-11-20 05:44;7
19;geiselhaft;316;1;316;9999;2015-11-20 05:45;7
